Time [s], Analyzer Name, Decoded Protocol Result
0.328637000000000,Async Serial,'0' (framing error)
2.107322000000000,Async Serial,'255'
2.157574000000000,Async Serial,'27'
2.157842000000000,Async Serial,8
2.158110000000000,Async Serial,'0'
2.158378500000000,Async Serial,'0'
2.160952500000000,Async Serial,'27'
2.161220000000000,Async Serial,@
2.162642500000000,Async Serial,'27'
2.162910500000000,Async Serial,D
2.164333500000000,Async Serial,'4'
2.164608000000000,Async Serial,'8'
2.164876500000000,Async Serial,'12'
2.165144500000000,Async Serial,'16'
2.167711500000000,Async Serial,'20'
2.167979500000000,Async Serial,'24'
2.168248000000000,Async Serial,'28'
2.168516000000000,Async Serial,'0'
2.171090000000000,Async Serial,'27'
2.171357500000000,Async Serial,7
2.172778000000000,Async Serial,'11'
2.173046000000000,Async Serial,x
2.173314000000000,Async Serial,(
3.172893500000000,Async Serial,'27'
3.173161500000000,Async Serial,!
3.173430000000000,Async Serial,'16'
3.175429500000000,Async Serial,'27'
3.175703500000000,Async Serial,!
3.175972000000000,Async Serial,0
3.177969000000000,Async Serial,T
3.178819000000000,Async Serial,O
3.179672500000000,Async Serial,T
3.180520000000000,Async Serial,A
3.181378000000000,Async Serial,L
3.182228500000000,Async Serial,' '
3.183078500000000,Async Serial,' '
3.183933000000000,Async Serial,$
3.184783500000000,Async Serial,' '
3.185635500000000,Async Serial,3
3.186493000000000,Async Serial,4
3.187346500000000,Async Serial,5
3.188198000000000,Async Serial,\n
4.640615500000000,Async Serial,'27'
4.640889500000000,Async Serial,!
4.641157500000000,Async Serial,'16'
4.643154000000000,Async Serial,'27'
4.643421500000000,Async Serial,!
4.643690000000000,Async Serial,'0'
4.645691000000000,Async Serial,(
4.646541000000000,Async Serial,T
4.647391000000000,Async Serial,r
4.648240500000000,Async Serial,e
4.649094500000000,Async Serial,s
4.649945500000000,Async Serial,c
4.650803000000000,Async Serial,i
4.651657000000000,Async Serial,e
4.652506500000000,Async Serial,n
4.653356500000000,Async Serial,t
4.654206000000000,Async Serial,o
4.655057000000000,Async Serial,s
4.655910500000000,Async Serial,' '
4.656765000000000,Async Serial,C
4.657614500000000,Async Serial,u
4.658464500000000,Async Serial,a
4.659314500000000,Async Serial,r
4.660166000000000,Async Serial,e
4.661023500000000,Async Serial,n
4.661877000000000,Async Serial,t
4.662727000000000,Async Serial,a
4.663577000000000,Async Serial,' '
4.664431000000000,Async Serial,y
4.665282500000000,Async Serial,' '
4.666141000000000,Async Serial,C
4.666991000000000,Async Serial,i
4.667845000000000,Async Serial,n
4.668694500000000,Async Serial,c
4.669548000000000,Async Serial,o
4.670399000000000,Async Serial,' '
4.671257000000000,Async Serial,P
4.672107500000000,Async Serial,e
4.672961500000000,Async Serial,s
5.405893000000000,Async Serial,o
5.406742500000000,Async Serial,s
5.407592500000000,Async Serial,' '
5.408442500000000,Async Serial,0
5.409294500000000,Async Serial,0
5.410152500000000,Async Serial,/
5.411009500000000,Async Serial,1
5.411860000000000,Async Serial,0
5.412710000000000,Async Serial,0
5.413560000000000,Async Serial,' '
5.414412000000000,Async Serial,M
5.415266000000000,Async Serial,.
5.416123500000000,Async Serial,N
5.416973000000000,Async Serial,.
5.417827000000000,Async Serial,)
5.418678500000000,Async Serial,\n
6.151610000000000,Async Serial,P
6.152464500000000,Async Serial,r
6.153314500000000,Async Serial,e
6.154165500000000,Async Serial,c
6.155019500000000,Async Serial,i
6.155869000000000,Async Serial,o
6.156718500000000,Async Serial,' '
6.157573000000000,Async Serial,U
6.158423000000000,Async Serial,.
6.159274500000000,Async Serial,' '
6.160132500000000,Async Serial,' '
6.160983000000000,Async Serial,$
6.161833000000000,Async Serial,9
6.162683000000000,Async Serial,.
6.163536500000000,Async Serial,5
6.164388000000000,Async Serial,0
6.165247500000000,Async Serial,\n
6.898179500000000,Async Serial,0
6.899037500000000,Async Serial,4
6.899895000000000,Async Serial,/
6.900745000000000,Async Serial,0
6.901599000000000,Async Serial,9
6.902449000000000,Async Serial,/
6.903300000000000,Async Serial,2
6.904158000000000,Async Serial,3
6.905015500000000,Async Serial,' '
6.905865500000000,Async Serial,' '
6.906716500000000,Async Serial,5
6.907566000000000,Async Serial,:
6.908417500000000,Async Serial,0
6.909275500000000,Async Serial,0
6.910133500000000,Async Serial,:
6.910983000000000,Async Serial,4
6.911833000000000,Async Serial,5
6.912680500000000,Async Serial,\n
7.645613000000000,Async Serial,U
7.646463000000000,Async Serial,n
7.647316500000000,Async Serial,i
7.648168000000000,Async Serial,t
7.649025500000000,Async Serial,' '
7.649883500000000,Async Serial,0
7.650734000000000,Async Serial,0
7.651584000000000,Async Serial,2
7.652435500000000,Async Serial,\n
8.385371500000000,Async Serial,F
8.386221500000000,Async Serial,O
8.387071000000001,Async Serial,L
8.387919000000000,Async Serial,I
8.388776500000001,Async Serial,O
8.389626000000000,Async Serial,' '
8.390480500000001,Async Serial,' '
8.391330500000000,Async Serial,' '
8.392181000000001,Async Serial,' '
8.393033000000001,Async Serial,' '
8.393891000000000,Async Serial,1
8.394742500000000,Async Serial,\n
9.127678500000000,Async Serial,'27'
9.127952499999999,Async Serial,!
9.128220499999999,Async Serial,'16'
9.130216500000000,Async Serial,'27'
9.130484500000000,Async Serial,!
9.130752500000000,Async Serial,0
9.132752999999999,Async Serial,L
9.133611000000000,Async Serial,I
9.134461000000000,Async Serial,T
9.135311000000000,Async Serial,R
9.136160500000001,Async Serial,O
9.137012000000000,Async Serial,S
9.137869500000001,Async Serial,' '
9.138727500000000,Async Serial,' '
9.139578000000000,Async Serial,' '
9.140428000000000,Async Serial,' '
9.141279000000001,Async Serial,3
9.142126500000000,Async Serial,6
9.142984500000001,Async Serial,.
9.143841999999999,Async Serial,3
9.144693500000001,Async Serial,\n
10.597111500000000,Async Serial,'27'
10.597385500000000,Async Serial,!
10.597653500000000,Async Serial,'16'
10.599646000000000,Async Serial,'27'
10.599914000000000,Async Serial,!
10.600182000000000,Async Serial,'0'
10.602183000000000,Async Serial,G
10.603040500000001,Async Serial,r
10.603890500000000,Async Serial,a
10.604744500000001,Async Serial,c
10.605594500000000,Async Serial,i
10.606445500000000,Async Serial,a
10.607303500000000,Async Serial,s
10.608161000000001,Async Serial,' '
10.609011000000001,Async Serial,p
10.609864999999999,Async Serial,o
10.610714500000000,Async Serial,r
10.611566000000000,Async Serial,' '
10.612424000000001,Async Serial,s
10.613281000000001,Async Serial,u
10.614131000000000,Async Serial,' '
10.614985500000000,Async Serial,p
10.615835000000001,Async Serial,r
10.616686500000000,Async Serial,e
10.617544000000001,Async Serial,f
10.618401499999999,Async Serial,e
10.619251500000001,Async Serial,r
10.620101000000000,Async Serial,e
10.620951000000000,Async Serial,n
10.621802499999999,Async Serial,c
10.622660000000000,Async Serial,i
10.623517500000000,Async Serial,a
10.624369000000000,Async Serial,\n
11.357302499999999,Async Serial,'27'
11.357570500000000,Async Serial,d
11.357844500000001,Async Serial,\n
